latitude,longitude,dtime
35.92829895019531,-79.08399963378906,2611
35.92829895019531,-79.08399963378906,2619
35.92829895019531,-79.08399963378906,2610
35.92829895019531,-79.08399963378906,2619
35.92829895019531,-79.08399963378906,2611
35.92829895019531,-79.08399963378906,2555
35.92829895019531,-79.08399963378906,2555
35.92829895019531,-79.08399963378906,2555
35.92829895019531,-79.08399963378906,2555
35.92829895019531,-79.08399963378906,2555
35.92829895019531,-79.08399963378906,2555
35.92829895019531,-79.08399963378906,2555
35.92829895019531,-79.08399963378906,2555
35.92829895019531,-79.08399963378906,2555
35.92829895019531,-79.08399963378906,2555
35.92829895019531,-79.08399963378906,2555
35.92829895019531,-79.08399963378906,2555
35.92829895019531,-79.08399963378906,2555
35.92829895019531,-79.08399963378906,2619
35.92829895019531,-79.08399963378906,2555
35.92829895019531,-79.08399963378906,2555
35.92829895019531,-79.08399963378906,2610
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.92829895019531,-79.08399963378906,2533
35.91130065917969,-79.061737060546875,2148
35.92829895019531,-79.08399963378906,2609
35.92829895019531,-79.08399963378906,2609
35.92829895019531,-79.08399963378906,2609
35.92829895019531,-79.08399963378906,2609
35.92829895019531,-79.08399963378906,2609
35.92829895019531,-79.08399963378906,2609
35.92829895019531,-79.08399963378906,2609
35.92829895019531,-79.08399963378906,2609
35.92829895019531,-79.08399963378906,2609
35.92829895019531,-79.08399963378906,2609
35.92829895019531,-79.08399963378906,2609
35.92829895019531,-79.08399963378906,2609
35.92829895019531,-79.08399963378906,2608
35.92829895019531,-79.08399963378906,2609
35.92829895019531,-79.08399963378906,2608
35.92829895019531,-79.08399963378906,2608
35.92829895019531,-79.08399963378906,2608
35.92829895019531,-79.08399963378906,2608
35.92829895019531,-79.08399963378906,2608
35.92829895019531,-79.08399963378906,2608
35.92829895019531,-79.08399963378906,2608
35.92829895019531,-79.08399963378906,2608
