1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q1,8.377304322870806,7.793590784652187,10.57302377177422,7.430821846823505,13.05152162379841,12.45881510121115,0.104758936592035,9.042042519984188,2.900828808230923,2.917737789203085
1974:Q2,10.18011002714595,9.33010004899227,8.658216103649817,6.853712512400478,14.97847782164144,13.26076944645343,3.881349674939583,6.928336897912462,27.58290477034936,28.25150732127477
1974:Q3,9.022702922968728,8.820544938288705,9.571545833094236,4.831618592228396,11.8129147144404,9.385658213642403,4.770313897856782,7.045284061747405,29.91945718622726,16.85885402699562
1974:Q4,7.566355068208293,7.533706797629587,8.886852954649564,-0.834206416668314,9.113439281137335,8.245665937734618,6.378736860447834,3.902987861358578,19.6680150648626,17.72669440036597
1975:Q1,7.178270099510645,5.017267510470417,7.63105744993907,1.046422947020196,5.298940041325588,3.71964396511354,16.3256040377645,4.341707770408187,-7.065671002385754,19.9860371521266
1975:Q2,9.394397356928245,6.186370093332491,7.50668485164659,-1.309431637024167,4.688140552848577,2.588518483125653,27.00287821376309,4.135447302029239,-0.606035542555951,11.10806899518911
1975:Q3,9.323179954679711,9.034642371387172,9.384565572321181,5.91336144436101,4.729407766448061,3.944765269609735,21.76115473650765,2.691759660285259,-5.935509134448846,11.76187033020005
1975:Q4,10.41940795219276,12.93359024757054,12.1092952106467,9.822567652346935,4.083967000381668,3.240751164493181,18.36884485493692,9.863602391629298,23.91924998184577,24.33548164487548
1976:Q1,10.68305269110447,10.39149030672516,12.70957356666601,9.305493825967652,7.749231051790957,5.804415259876429,16.49716211933504,10.3027457273237,0.230802797041397,16.66240736008178
1976:Q2,11.23994976648243,10.71507430168144,9.794399463320577,8.546278176586258,7.982185523220155,7.528185119539346,17.59798563937964,11.38621121821794,8.828882729687551,14.48835756980997
1976:Q3,10.14165785567076,10.19295594707509,12.26852376177072,9.134822060026718,8.667897030858207,8.156876260581567,14.14240468586422,6.511274166645061,8.155809533213201,15.76840292724925
1976:Q4,10.26197097670007,13.83873368250388,13.22203752837004,13.88934708680277,9.111003987134874,8.975969810828232,9.36765751879218,4.505466002780837,26.92295729526298,23.9793752523736
1977:Q1,11.37176783368353,13.78851817793727,14.94257097160362,12.34446041028821,11.75098880428761,10.64598383739565,9.071109912079626,6.803178741117605,-3.810448945229653,7.223847305242768
1977:Q2,11.36734621155431,15.31557470407103,14.98912170085516,17.32664882625927,11.45953510456191,10.18510971204877,5.67780798177511,10.34240276951371,21.48199658508079,9.993945975034354
1977:Q3,13.69333453248547,14.83274902776602,16.6005078267495,14.64784616758253,11.08153462169871,10.73505370147842,18.67193542441463,8.28733091322071,11.91694587968373,15.27427505320495
1977:Q4,12.75995187290798,15.19712122367323,16.15848608657244,14.83198327467201,13.6455405487919,14.5983360601519,9.859321821904192,7.171780189387768,36.90409185992265,7.990174830226845
1978:Q1,13.33278303743992,15.29287363076805,16.37752758305597,14.97780227413436,13.64550966401399,14.19178807897944,9.315697753792533,14.4188316124373,3.250500140535357,0.903753780466109
1978:Q2,13.77898822381587,17.61834400290583,15.2092855616406,21.91580933424184,13.09228039041704,11.4027813779864,8.688049850495601,14.29244269948267,28.07184424089852,10.80711120236812
1978:Q3,13.46499081999372,16.00246422456918,17.1165191740413,15.59022656903585,11.07638553267963,7.99817997783963,13.38366032048889,13.70187935186735,14.30826364801978,8.256972443437407
1978:Q4,12.21225133828169,14.9883147019853,17.65291749910126,13.46735720671625,12.5475497094765,10.9586012171563,5.586846294834575,15.90303132628439,33.65004056450002,27.27999869411208
1979:Q1,10.86718382884408,14.81342595547613,17.36168243158383,14.52691090730955,12.5408060040768,12.4412225952045,1.731076249158871,10.18535119975913,7.509746566524582,8.223281143635127
1979:Q2,12.02137392857964,14.09116457687048,14.17347945353567,13.8591165979435,14.77553807570846,10.98862076168084,5.049403638454993,8.690718112480535,28.26226640726792,11.01039821533125
1979:Q3,13.1679148931892,14.59515437539702,15.35369565103908,13.76051002356282,13.43147581680561,10.95540915541017,12.12940686358598,8.833956488889749,19.2204382299926,31.57219004479194
1979:Q4,10.30277677180264,12.85387715539942,15.12950190029962,10.82598102216735,10.83405144753488,8.951860668163651,6.242698547054585,7.154545511982158,27.13622192530381,5.217135522515777
1980:Q1,9.929695751274661,9.909793208312996,11.49452537969141,5.05025153969364,11.98253594872409,10.43025137210457,7.493490928627517,6.936961541326315,11.10722887983586,8.688106242246207
1980:Q2,7.237089539630483,4.010768542632952,7.281792147784523,-7.040789544220059,6.387330570520391,3.845141281669088,15.06459015373714,6.340374126002122,12.68921619153534,16.28960414726829
1980:Q3,8.937805680429646,8.645653782589095,11.18576714018179,1.689757563302128,7.746434240407218,5.450172208302863,12.50781901584654,6.92132132132132,11.18713938178733,10.60808482598944
1980:Q4,11.0190241849022,11.27522978454379,11.69372890073305,4.269429964059163,12.06528352843458,12.06508169136954,10.52928205419818,6.697327327150035,22.94745995345308,12.17374917553943
1981:Q1,9.344032264633178,6.238901226726902,7.808955172331915,5.944800080437041,9.617047304724505,7.26496198993025,14.86359035984368,7.963209206988857,3.232110837343103,15.63863247279904
1981:Q2,10.87673919535001,9.022547007815179,9.09027391082495,6.307977991841543,15.17453619150871,17.65263775911868,8.709278389678596,5.225297545339903,23.99563891082119,16.40767399217275
1981:Q3,9.358053434697664,6.510937274876897,6.094313002739936,7.549536637536898,13.11113693272434,15.50773995791988,7.473855795293868,9.196358323030235,22.79782999174717,7.670264841815247
1981:Q4,9.866393001173696,6.117641015154667,5.184747145187602,1.936118203991765,11.29842078778865,11.5074011873583,14.08366208973881,8.780921930879906,15.41126709217395,51.14216649176257
1982:Q1,9.453656631139387,4.579753132355147,5.424633437547896,5.987318792638971,10.38724549385362,11.80908576434259,15.0580613886257,11.61766840297376,3.983520849773556,24.72962630182224
1982:Q2,8.898633949958272,5.038176609963636,3.604934419382201,5.394246858038279,10.83873882140361,11.28872368092948,10.71447152296224,11.39528809486496,21.78856493068432,21.32083015472643
1982:Q3,11.05420218925422,4.083967648108785,3.263101237950775,2.513181403641013,10.62197055077563,10.71953410474006,23.60398611457236,9.843384539588133,8.786468620311085,12.48522911834785
1982:Q4,9.843269625702888,8.393559979806149,6.460328915930378,5.691127059697267,3.940167821962787,1.787046395837948,22.22701765315299,10.22859933028799,16.85085223124209,10.56861037786876
1983:Q1,10.92283922967181,7.547868838506347,8.532014449535723,6.018380814583659,6.115331591048403,3.089421988783481,24.13917824743231,10.42888146669438,1.114855633482102,5.594484750441583
1983:Q2,12.66509057497699,11.03043418777906,9.235266219499211,9.421709665323192,8.273660269068337,8.178862929249737,21.2808686268232,14.81338414648508,15.21580421256797,10.65365413625367
1983:Q3,12.222580375124,11.7334501732022,10.88452107047711,12.83250681754219,10.39339869325849,10.90215072829086,17.03039876479909,8.754329581975313,14.18420856193782,18.40650131495877
